Original Tag,Senti Score,Original Text
Negative,Negative,"ها ؟. ايه ؟ قول تانى كدا ؟. طول عمرى مبحبش الراجل دا أبدا .. عادى يعنى .. مفيش مشاكل .. بس أول مرة أعرف إن فكره متخلف كل التخلف والرجعية والبدائية والعقلية الصحراوية دى ؟. ماهو يا إما انت عبيط .. يا إما انا عايش فى كوكب بلوتو. طب بلاش ... انت راجل ذكائك محدود ، ودماغك على قدها .. وبتهذى بأى كلام .. معنديش مشكلة ... أنا افتكرت الناس هتقطعك فى الريفيوهات .. لقيت الناس مبسوطة جدا ... الله ع العبر والمواعظ ... واحدة كانت أرثوذكسية متعصبة فى روسيا .. واحد قالها : تعالى نروح دول الخليج نشترى أجهزة كهربية ... اشمعنى دول الخليج يعنى ؟ ليه محسسنى أن دول الخليج اليابان ؟ . المهم البنت وافقت .. راحوا دول الخليج يشتروا أجهزة كهربية .. راحوا ... سافروا ... رضيت البنت بمنتهى السهولة تسافر بلاد عربية مسلمة وهى أرثودكسية متعصبة عشان يشتروا أجهزة كهربية مع واحد متعرفوش ... سبحان الله . أهم سافروا اهم ... وبعدين هنا برزت أنياب الذئب المتخفى فى زى تاجر الراجل عرض عليهم ممارسة الرذيلة ... كل البنات وافقوا .. كل البنات .. إلا هى ... لا إله إلا الله ... هى أرثوذكسية متعصبة .. مينفعش تعمل كدا ... المهم الراجل عذبها وكهربها وكان بيطفى السجاير تحت باطها .. وبيسخن المكوة ويحطها فى كتفها وخبا جواز سفرها عنها .. لحد مافى الآخر قعدت تدور عليه ولقيته ... يا الله ... ياسبحان الله ... دورت عليه .. ولقيته سبحان الله. أخدت جواز سفرها وقعدت تتشرد فى الشارع شوية .. لكن عشان هما دول الخليج وكدا .. متشردتش كتير .. يادوب هى نص ساعة .. راحت لقيت راجل ومعاه تلات ستات أمه وأخواته ... راحت حكيت حكايتها .. وعشان تبقى اللعبة مسبوكة .. هو شك أولا لتكون محتالة. آه إحنا جدعان أوى . بس بعدين ياعينى صعبت عليه وأخدوها البيت معاهم ... هى مسيحية متعصبة ... متمارسش الرذيلة لكن تعيش مع ناس أغراب عادى ... هى مسيحية متعصبة ... طبعا أول حاجة عملوها عرضوا عليها الإسلام ... هى مسيحية متعصبة ... مرضيتش أبدا تدخل الإسلام ، وموافقتش حد يكلمها فى الموضوع دا أصلا. هى مسيحية متعصبة. وبعدين المسيحية المتعصبة قلبها رق من كلمتين قالوهم لها .. ودخلت الإسلام. أفلا تكبرون ؟. يامعشر قريش .. لقد أسلمت المسيحية المتعصبة ... يالله .. لبست الحجاب الأسود الساتر لجميع بدنها أفلا تكبرون لإن دا الحجاب الشرعى اللى أمر بيه الله والرسول ... الدنيا يابنتى مليانة ناس أشرار مستعدين انهم يلتهموا وجهك . وبعدين سافرت روسيا ... و روسيا كلها .. كلها .. بلا استثناء كانوا عايزين يشوفوا وشها ... كل موظفين المطار كانوا بيتلككوا عشان يشوفوا وشها ... سابوا أشغالهم ومصالحهم وحالهم وقعدوا يتلككوا عشان تشكف وشها ... وهى أبدا أبدا وجوزها يقولها : يابنتى عادى. وهى أبدا .. مستحيل ... ازاى ؟. يجى أسبوع زى كدا وهى لا يمكن تتنازل ... وبعدين فى الآخر .. بقدرة قادر ... تروح مرة الصبح .. ينادوا اسمها ويقولولها خدى جواز سفرك أهو ... ياسبحان الله ... فجأة كدا .. بعد ماكانوا بيتلككوا عشان يشوفوا وشك راحوا ادوها جواز السفر وانتهت التعقيدات والتلكيكات البيروقراطية والروتينية ... راحت البنت لأهلها .. عذبوها وكهربوها وضربوا جوزها وحطوه فى أوضة بعيدة . معرفش ازاى . بس دا اللى حصل ... وقالولها: انتى مسيحية متعصبة. البنت مرضيتش ترتد. قالتلهم اللى حصل. قالولها : ياريتك كنتى اشتغلتى فى الدعارة ولا دخلتى الإسلام ... مسيحيين متعصبين . بس عادى والدنيا بيس والحياة حلوة ... المهم بعد كدا ... الحمد لله بفضل إن البنت قعدت تكلم اختها عن الإسلام راحت البنت اقتنعت من كلمتين وقالت : الله .. هو دا الدين الصحيح. وراحت مهربة أختها بعد ما عملت خمرة مركزة وثقيلة لاخواتها ... وأخدت منهم مفاتيح السلاسل اللى رابطينها بيها. أيه جو بلال بن رباح ، وأمية بن خلف دا ؟ . ماعلينا ... بعد كدا يمتد ال دكتور العريفى فى كلام كتير وأن الناس بتحارب وبتجاهد عشان دينها واحنا لأ. ومعرفش مين جاية من النرويج عشان تساعد مين فى أفريقيا. راحت بقت منصرة ... و واحدة يهودية فى ألمانيا خبطت على واحد وقعدت من خلال ثقب الباب تحاول تهديه لليهودية ومش عارف ايه. علما بأن اليهود شايفين أنهم هما الوحيدين الأحق بالدين لأنهم شعب الله المختار . نفسى أعرف ايه الهوس دا؟. انت ليه مصور ربنا كأنه السلطان الذى يحيط نسائه بأكبر قدر من الخصوصية والحجاب وميسمحش حد يشم حتى ريحتهم ... انت ليه محسسنا ان النساء شىء جاى من المريخ ..؟. ليه محسسنا ان ربنا أنزل كتاب مقدس آخر بجوار القرآن يحث النساء على العفاف. ايه الجو الرخيص دا؟. ليه دايما فاكر ان فى حرب على دينك .. أنك دايما الأفضل والباقى شوية متخلفين. انت عايش حياة سعيدة وغيرك عايش حياة لاهية عابثة. الناس فى روسيا كلهم ولاد كلب وغجر .. لكن الناس اللى فى الخليج صح الصح والكبدة اللى عندهم صح الصح. أيه هيستيريا الرعب من الآخر دى .. أنا مسلم .. أنا أفضل منك .. أنت تخاف منى .. انت تكرهنى .. انت تعلن حرب علي. ياصديقى والله ماحد مهتم بيك أصلا ولا يهمه أمرك بأى حال من الأحوال . انت ليه محسسنى ان الاسلام فى حاجة لأن الناس تدخل فيه ؟ ليه حاسس بالنقص فكأنك بتقول : الاسلام بتاعنا انتو ولاد كلب. بتقول للناس : دينى انا هو الدين الصح ، ادخلوا فيه الله يحرقكم. مين اللى فهم الناس دى ان ربنا مهتم ان حد يدخل ف الدين الإسلامى أو لأ. ليه محسسنى اننا المفروض ندلل ع الدين الإسلامى ؟. اننا نتجول فى سبيل جذب أكبر عدد ليه ، وترغيبهم فيه بالقول والدعوة ؟. ليه عايز تحول المتدينين لمندوبين مبيعات .. يجروا على كل واحد شوية يقولوله : ادخل الدين بتاعنا وهتحبه. ليه المفروض نقفش ف الناس ونقولهم : الدين دا ياحضرات مليان مميزات وانبهارات. أول حاجة : انك هتخش الجنة لو آمنت بيه ... ومش بس كدا ، دا انت كمان تقدر تدعو الناس ليه ... لا ياراجل ؟. أنا كبهير انبهرت . لو كان الأمر بيدى .. لحوكمت أنت أول واحد ومن على شاكلتك بتهمة ازدراء الأديان. .......... يقول الشيخ مانصه :. هم لا يعرفون من حقوق المرأة إلا حق التبرج ونزع الحجاب وحق السفر بلا محرم ، وحق قيادة السيارة ، وحق العمل ومخالطة الرجال .. ويسمون هذة الحماقات حقوقا تبا . أقولك ايه حقوق المرأة من وجهة نظرك ؟ تبقى انت السيد المطاع وهى فرحانة بطاعتك دى .. وهى ملكة لإنها تابعة لك ... الملكة هى تلك التى تنتظر سيدها المطاع تحطله رجليه فى مية وملح ... إنها تختفى من قدام كل الناس إلا هو ... هى دى المملكة بالنسبة لك ؟ يا لله .. انت متأكد ان ربنا خلق الحريم لكدا؟. يعنى الواحدة تبقى محرومة من ممارسة السيارة ، والسفر بدوم محرم ، ومن العمل ، ومن اختيار هدومها بنفسها ، ومن الاحتكاك بالبشر. وتبقى كدا ملكة ؟. أومال لو جارية كانت عملت ايه ؟. ثم أيه تصدير .. ان مضاد الاحتجاب بتاعك دا .. ان الواحدة تروح تشتغل رقاصة؟. يقولك مامحتواه: إنهم يريدونها ان تصير راقصة يتمتع الناس برؤية جسدها ومفاتنها... يعنى هى عندكم المرأة يا إما مطيعة للزوج ومحتجبة فى البيت وبتلبس خيمة سودا ... يا إما تشتغل رقاصة أو عاهرة ؟. ايه الفكر الغبى دا؟. ......................... بيقولك الأغانى رقية الزنا ... انت متأكد ؟. طب ولو منعناها الزنا هيتمنع يعنى ؟. أنا واثق ان اللى انت فيه دا من قلة سماع الموسيقى. عارف انت : لو سمعت بس مقطوعة لبيتهوفن ولا لباخ ولا حتى لعمر خيرت ولا رعد خلف ولا لعمر فاروق ... والله هتبقى زى الفل ... زنا ايه بس ياعم الحاج ؟ انت شكلك بس بتجيلك كوابيس بالليل ، فابقى اقرا المعوذتين وخلى الست الوالدة تغليلك شوية تليو ، أو ورق جوافة وانت تبقى زى الفل. مع احترامى الشديد ليك. وحياة دقنك دى احنا ماهنتقدم طول مافى واحد زيك رجل دين
"
Negative,Negative,"مخيب للأمل. . هذا ليس فندق بل شفق مفروشة لانه لايوجد خدمه غرف ليالي ولا مره نظفو الغرف و الانترنت بالغرف مو شغال يعني لو يغيرو من فندق لشقق مفروشة أفضل
"
Negative,Positive,"اقامة جميلة . نظافة الغرفة وتعاون الموظفين ف الاستقبال. الانترنت غير سريع وبعدة عن المسجد
"
Negative,Negative,"ضعيف. . صوت مزعج يوميا الساعة بالليل صوت خزان شفط
"
Negative,Negative,"/ / . . الارضيات مكسر السيراميكوجود صراصيرلايوجد خدمات فندق نهائيا داخل الغرف اضعفها لايوجد شاهي خدمات شقق مفروشة او اقل
"
Negative,Negative,"أولا أنا أرفض تسمية هذا العمل بالعمل الأدبي حيث انه لايعبر عن فكر و لم يستعمل لغة أدبية العمل تجاري بحت .ثانيا ربط ما يحدث ليحيي بالجن و الشياطين أضعف الرواية بل أظن وأن الكاتب لجا الي الكروتة بالمصري . تقييمي نجمة كان علي أساس التشويق و الاثارة .. عموما هذه أول مرة أقرأ لاحمد مراد و هذه الرواية قطعت علاقتي به ككاتب للأبد
"
Negative,Negative,"إياك أن تذهب لهذا الفندق هوايتي الوحيدة هي السفر والترحال، ولذلك فأنا أقضي كل إجازاتي في دول أجنبية، وأغلب هذه الدول تكون من دول العالم الثالث. جربت من قبل الفنادق المتوسطة وفنادق جي إيتش أكثر من مرة، لكني لم أمر أبدا في أي من الفنادق التي نزلت بها بتجربة بمثل هذا السوء الذي مررت به في فندق نوبة نيل بأسوان. على الرغم من أن مكانه جيد، لكن باقي الأمور كلها على العكس من ذلك تماما، فالموظفون غير ودودين ونادرا ما يبدون استعدادهم لمساعدتك في أي شيء. غرفتنا كانت بسيطة جدا وغير مريحة. دورة المياه كانت في حاجة إلى إصلاح وهو ما رجوناه من الموظفين هناك لكن لم يأت أحد لإصلاحها. وأخيرا كان بوفيه الإفطار إهانة للسياح/الرحالة. في الحقيقة كان من الغباء أن نقيم في ذلك الفندق، لذا فقد قررنا أن نغادر الفندق في الصباح التالي لقدومنا بعد أن تناولنا الإفطار. وقبل أن نحمل حقائبنا ونغادر لفندق آخر ذهبنا لمدة عشرة دقائق لصرف بعض المال من ماكينة صرف النقود، وعندما رجعنا للفندق اكتشفنا أن موظفي الفندق قد سرقوا المال من حقائبنا حوالي يورو سرقت بعد أن هدأنا بعض الشيء ذهبنا للاستقبال لندفع الفاتورة ونغادر، وسألناهم أين يمكننا أن نجد مركز شرطة لنبلغ عن الفندق. لكنهم زادوا الطين بلة عندما رفضوا أن يخبرونا عن مكان مركز الشرطة. لكننا بالطبع وجدنا مركز الشرطة على الرغم من ذلك وقدمنا البلاغ. للأسف لقد أخطأت خطأ فادحا بالذهاب إلى ذلك الفندق. ومن واقع تجربتي التي ذكرتها لك فأنا أوصي بشدة أن لا يذهب أحد لذلك الفندق أبدا
"
Negative,Positive,"مجموعة قصصية غامضة بعض الشيء، بها تفاصيل جميلة وعذبة ، لكن أرى أن محاكاة قصة أنطون تيشكون في النهاية أفسدت ال شهر الأولى. عجبني جدا قصة يوليو .. حبيتها بكل تفاصيلها. ونوفمبر وديسمبر أيضا
"
Negative,Negative,"الرواية سيئة . الفكرة .. لم تعجبني ، بالأخص عندما تقدم في اسلوب بشع رديء الى اقصى حد .. اللغة ضعيفة بعض الشيء و الحوار مبتذل ولم يعجبني اضافة كلمة وسخة في وسط احدى الحوارات. كما ان الرواية رتمها سريع ، فقد جعلتني اعيد قراءة بعض الاجزاء مرة اخرى ، ولم تجعلني احيا بين ضفتي الرواية. اعجبتني اختلال اكثر بكثير من تلك .. وهذا يعتبر تطورا جيدا جدا .. وانتظر لك القادم .
"
Negative,Negative,"عندما يطلب مني مواجهة الدنيا بأحاديثي وتقاريري، سوف أعلن علي الملأ رأيي بصراحة في كل هذا الذي حدث .. سوف أقول للدنيا : إني بعد ثلثمائة عام وجدت كل شئ قد تغير إلا الخوف من الكلمة، والانزعاج من الرأي . مسرحية تنبؤية كتبها الحكيم عام ، هدف من خلالها إلي وضع تصوراته عن عالم الغد .. ما هو شكل العالم في الأعوام والقرون القادمة ؟ ... وكيف يمكن أن يصير العالم إلي صورة أخري مختلفة تماما عن صورة العالم اليوم، بسبب التقدم المطرد في العلوم والتكنولوجيا ونظم ووسائل الاتصال الحديثة والمتطورة ؟ ... أسئلة كثيرة مثل هذه وغيرها وضع الحكيم إجاباتها من خلال هذا العمل .. ورغم أنه لم يمض منذ كتابة هذه المسرحية وحتي اليوم أكثر من نحو ستين عاما، ومعني ذلك أنه مازال هناك نحو مائتين وأربعين عاما حتي نبلغ الفترة التي وضع فيها الحكيم تصوراته عن العالم .. إلا أني مازلت أري أنه قد بالغ في تقدير المستقبل والتنبؤ به، مبالغة مفرطة .. رؤيته أيضا لشكل الكواكب الأخري والحياة عليها والفكرة الخيالية، في ظني، عن الإنسان الذي يعيش باشارات كهربائية علي سطح الكواكب الأخري البعيدة عن الأرض وبدون دورة دموية أو جهاز تنفسي أو قلب ينبض، هي رؤية غاية في المبالغة والتخيل، لا أعتقد أنها ستجد طريقها يوما ما إلي التحقق علي أرض الواقع .. رغم ذلك يمكن النظر إلي هذه التنبؤات والتخيلات المفترضة كنوع من الاجتهاد ونوع من قراءة المستقبل من خلال معطيات الحاضر شديدة التغير والتبدل بفعل التطور .
"
