Original Text,Original Tag,Senti Score
"رباعيات الخيام قصيدة فلسفية بامتياز اختلط فيه الإيمان بالشك، التشاؤم بالتفاؤل، الحيرة باليقين، الوجود بالعدم. يدعو عمر الخيام فيها إلى الاستمتاع بالحياة بكل ملذاتها و ما الخمر الذي يتغنى به في هذا العمل إلا رمزا لهذه الحياة المادية. يؤمن الخيام بأن حياتنا الأرضية هي أفضل بكثير من حياتنا الأخروية، متبنيا بذلك النظرة العدمية للحياة، هذه الحياة التي لا معنى لها بكل مآسيها و شقاء الناس فيها و أيضا ماهية وجودنا الاضطراري فيها.. في هذه القصيدة أيضا هناك صراع داخلي بين عمر الخيام المؤمن الذي يريد أن يتوب من معاصيه و عمر الخيام الذي يشك و يثور على المفاهيم الدينية من قدر و بعث و حياة أخروية.. بالفعل ما زال هناك نقاش حول نسبة هذه الرباعيات الخمرية إلى عمر الخيام الذي كان معروفا بأخلاقه و علمه، لكن هذا لا يمنع من تصنيف هذه الرباعيات كعمل فلسفي يسبر أغوار النفس البشرية في أزماتها الوجودية في هذا العالم الامفهوم و الذي لا يرحم.
",Positive,Negative
"هذه عبارة عن تمثيلية كما قال الدكتور مصطفى محمود هي مستوحاة مما كتبه الشيخ الأكبر محي الدين بن عربي عن المضاددة ، أي صراع المتناقات داخل النفس البشرية، حين تريد النفس شيئا و تتمنى نقيضه. و يدور النص كما يشير الدكتور حول الإسم الظاهر، و هو الحاكم و الغالب على أهل الأرض من محبي الدنيا و الشهرة و الجاه و الظهور و الغلبة و الذيوع و علو الإسم. ثم الإسم الباطن الذي هو الحاكم و الغالب على أهل الباطن من محبي العزلة و الخلوة و التأمل و التعبد.. و يدور الصراع في حقيقة الأمر بين شخصيتين تمثلان الجدل و الصراع بين أهل الظاهر و أهل الباطن، أو النفس الدنيوية الباحثة عن الملذات و إشباع الغرائز، و النفس اللوامة الباحثة عن الصفاء و الخلاص.. تسترسل أحداث التمثيلة التي بطلتها امرأة صوفية و بطلها رجل يمثل شخصية ظاهرية، ثم يجري بينهما حوار لينتهي المطاف بعد ذلك بأن يطلب منها أن يتبعها، فتخبره أنه لن يستطيع معها صبرا، و يستمر الأخذ و الرد في الكلام في سياق أحداق متسارعة تمثل وجهة نظر متضادتين.. كما أن التمثيلية تشمل وصلات غنائية شعرية، تقوم البطلة من خلالها بترديد مقاطع شعرية من شعر ابن عربي بما يتناسب مع سياق الأحدث.. و سرعان ما تبدأ أفكار البطل تنهار فيجيب المرأة قائلا: أنت دربكت لي مخي و لخبطت لي عقلي .. منك لله .. منك لله. ثم تنتقل الأحداث إلى الحديث عن ما تعانيه الأمة من ظلم و سلبية، يضم الكتاب عبارة ملخصة لهذا هي: المسلمون يدخنون الشيشة في المقاهي و ينتظرون من الله أن يحاب لهم. و هو أمر مخجل .. و مغالطة حتى في أمر دينهم. و بعد ذلك ينتقل الكتاب للحديث عن الجماعات الأصولية التي شوهت صورة الإسلام بانتهاجها سبيل العنف، يقول الدكتور: لقد انطلقت الجماعات الإسلامية من بدايات خاطئة تماما و مازالت مصرة عليها .. و هي محاولة القفز على السلطة و اغتصاب الحكم .. و ظنت أن الجهاد يبدأ من الجهاد مع الآخر و الصراع مع الآخر .. نسيت أن الجهاد يبدأ في الحقيقة من الجهاد مع النفس و الصراع مع العدو القابع داخل النفس .. إبليس الأنانية و التعصب و شيطان التعصب و الأثرة و جنون الزعامة الفارغة .. نسيت أن الإسلام بدأ بثلاث عشرة سنة من التربيةالنفسية في مدرسة النبوة حيث تدرب الصحابة الأكابر على الجهاد الأكبر مع النفس.. في فصل وكر الثعابين يسهب الدكتور في الحديث عن إسرائيل و ما يفعله الصهاينة من إجرام و تقتيل و سعي للتسلح من جانب واحد في مواجهة العالم الإسلام، و مدى تهديدهم للسلمم. كما يذكر أن الصهيونية تفعل ما سماه بالإرهاب المستأجر و الممول من الخارج بملايين الدولارات و القنابل المستوردة و الصواريخ المستوردة، فهم يقومون بالشوشرة علينا بترويج بضاعة الإرهاب الإسلامي الذي صنعوه و مولوه و استأجروا له عصابات المافيا المحترفة التي ترفع شعارات الإسلام .. ليتهموا إسلامنا بما وصمت به توراتهم.
",Positive,Negative
"مشروع جيد بارك الله فيكم . النظافه الموقع السعر. لاشئ
",Positive,Positive
"كويتي بدبي . الموقع والراحه. عدم تنظيف الغرف والخدمات وعدم تواجد كلينكس وشامبو
",Positive,Positive
"لماذا لم يدقوا الجدران ؟ . ....برأي الموت في سبيل الهدف أفضل من موت الهدف ذاته. ...مذهلة رغم كل ماتحتويه من وجع
",Positive,Negative
"استمتعت كثيرا بالاقامة عند قصر المحمدية . . كان الافطار جميل و منوع ....و السرير مريح ... و رائحة المفارش و المخدات جميلة و زكية... و الشقة نظيفة و واسعة ....و الخدمة سريعة من قبل طاقم العمل .. المروش ضيق نوعا ما ... و خدمة تنظيف الغرفة لا يركزون على كنس السجاد عند طلب تنظيف الشقة ... و لكن عموما كان تنظيفهم جيد .
",Positive,Positive
"مكان رائع . خدمة السيارات سريعه وفعاله.
",Positive,Positive
"من الكتب التى تحدثك عن الجمال. الجمال إن كان فى داخلك ستراه فى كل شىء حولك جميل جدا. به روح عفوية تنعشك وتكسبك بهجة رهيبة . أكثر الفصول التى أعجبتنى إنسان عادى. جرعة حماس رهيبة. لا تفوت هذا الكتاب من يدك :
",Positive,Negative
"عمل رائع وراقى يضيف الى رصيد الاسوانى .. اكثر ما اعجبنى فى الرواية رسم الشخصيات والتوغل فى ابعادها والسيطرة والتمكن من مفاتيحها .. كذالك الاسلوب الادبى الراقى والمذهل واللغة السلسة فالاسوانى يمتلك فى اسلوبه الادبى ما يسمى السهل الممتنع
",Positive,Positive
"مفيد جدا جدا في معرفة الكثير من الفوارق بين طبيعة الرجل والمراة... مفيد لكل مقبل على الزواج و كل المتزوجين أيضا ....مفيد بشكل عام حتى : أنصح بقراءته
",Positive,Positive
"ممتاز. بوفيه الافطار وتعامل الموظفين المميز..
",Positive,Positive
"رآآآآئعة بمعني الكلمة ؛ والله إنهآ لكلمة لآ توفيهآ حقهآ ؛. دمت لنآ كآتبنآ المبدع .. نحبك وسنظل نحبك إلي أن نموت ..
",Positive,Positive
"ممتاز. . ماكان فيه سلطة جرير هههه
",Positive,Positive
"كتاب مميز وفريد سرد فيه بشكل مختلف عن سيدنا محمد عليه الصلاة والسلام .. أنصح بقرائته :
",Positive,Positive
